	GM_F-An. coluzzii_F	GW_F-An. coluzzii_F	KE_F-An. coluzzii_F	GM_F-An. gambiae_F	GW_F-An. gambiae_F	KE_F-An. gambiae_F
370283	0.0045899981676935184	0.003267813303105335	0.0035102217377171955	0.0034053228527211312	0.004428925988159396	0.004137140316774971
987032	0.004452820020404693	0.004045153219991098	0.004122160668296799	0.004573818947193255	0.004714774780492606	0.004447246073406332
1432995	0.003582280062134879	0.00321340780495831	0.0035510252616200283	0.0036789063651233435	0.0038102352559621793	0.003429044483293369
1728313	0.003566182944826684	0.003502234767572224	0.0038398763588918744	0.003459849896206635	0.0035932295782020725	0.003476400552463867
1911851	0.004545234031703713	0.004723341686226201	0.004795696757786427	0.004634217708773603	0.004859038404521668	0.004864419064593471
2049115	0.004838699510125349	0.005050231533562756	0.004915643893456305	0.004884338597643383	0.005112306091098969	0.004984003073799201
2174138	0.004796965078843909	0.004761084517037193	0.005377829706479566	0.004907810769592128	0.004983011843663297	0.00531949880938411
2326288	0.004960336158073781	0.004922903111878707	0.004550919935521261	0.004685975979782681	0.004773740792214755	0.004560039332159374
2499452	0.005596346857403861	0.005478289234317035	0.005244633315728778	0.005863603576179734	0.005818803738502495	0.006023976449869883
2679877	0.006510497307926819	0.006536490858797985	0.00630263584704541	0.006713902961762533	0.006782800035120193	0.006621776104094947
2846483	0.007841101821774471	0.00784625091126562	0.007389250710271955	0.007848816044047986	0.007849880080718961	0.00725833080197304
2996686	0.006588418310735077	0.006944003272708459	0.006227627624715183	0.006895373724204205	0.007085500440713645	0.006857678276966723
3154663	0.006686032498087605	0.006841222088708707	0.005908989872825612	0.00690446019331474	0.006981611269651826	0.006630893550849716
3307012	0.005052758394993366	0.005081781417433125	0.005028064282419335	0.004867723851927881	0.004933912245288512	0.005008003165220833
3433109	0.003403673415613218	0.0034235275782946903	0.0033490952823362	0.003241485610671167	0.0033072024757542493	0.003408179872059607
3541541	0.003210828311106104	0.0030437947943538915	0.0029297939397963544	0.003063420000264905	0.0029316893251523303	0.0028542249362133545
3657647	0.003808983216632405	0.0037137123752822134	0.003971384062275503	0.003754782040116209	0.0036537933543172095	0.003989125467062414
3801882	0.006635591606605995	0.006603039975850995	0.005381044806062371	0.006508096208539486	0.006499651076245332	0.005476854818963052
3956316	0.006806316121223143	0.00747325909362121	0.00519730809562977	0.007000574888598984	0.0075621887420459916	0.005687003257599788
4119721	0.0067259260570067935	0.007855349936604599	0.005648950281651062	0.007327290668197704	0.007949457427458652	0.006685965873018868
4545886	0.00561402434453945	0.005943356154930877	0.004949145366441362	0.005484849035993664	0.005839077028352079	0.005096137030080847
4991837	0.004039004824229806	0.004229634966626733	0.0035341238797268995	0.0042959297041355515	0.004504942685841251	0.0037989363936396315
5169224	0.004982070976373302	0.005149490348618386	0.004093682555765964	0.004980672376271832	0.00515866627646212	0.003899095004296155
5300443	0.005431021540014678	0.005719222489522069	0.004115501207975123	0.005592727127463383	0.005917926226505647	0.004451700001068134
5424319	0.005674835337926381	0.005912863514064236	0.003687920574175574	0.005639076695636473	0.005890461872507418	0.0037944565711025844
5554477	0.007170456142112731	0.007116073621435794	0.005343371824738767	0.007161829281970522	0.007263854978085501	0.005410160906268384
5681257	0.004609502790222127	0.004579497710001027	0.004144568158500717	0.0045895477889968195	0.00458270021802225	0.004250832883883733
5809310	0.005462199239680244	0.005601547672512834	0.0056094288550172415	0.005265393792062461	0.005463306887858423	0.005610299584751985
5949630	0.006572179324571922	0.0064846363958392045	0.0062306904299203915	0.0059854875764936265	0.0059195556258236585	0.006236791685731911
6117039	0.007736446864794779	0.008000313332112464	0.006834988032559303	0.007794818351300064	0.008120535465796374	0.00735022815937705
6299306	0.0064681967606349386	0.006602839281028213	0.005941598297729247	0.006538430648257506	0.006683196403317735	0.006043061563177008
6451226	0.005539601114899625	0.005511329139212556	0.00492321169188485	0.005751584444518571	0.005785076764050371	0.005240259981913291
6582464	0.006312765139643277	0.006265895997913956	0.005932641973559273	0.006437808075983749	0.006556816061109254	0.006139228471844478
6699979	0.0071042609518909144	0.007540969614260125	0.007067489872422999	0.007347931874593858	0.007806233218984133	0.007521544862548176
6840274	0.008977154361199205	0.009494471713787964	0.007593476519786227	0.009099590482311367	0.009824981198372756	0.008219208634958005
7006795	0.00753562156150733	0.007174064885432395	0.006855482137660132	0.0077384417064944675	0.008180482524166005	0.007215738573724752
7338122	0.006920553061496298	0.006977802634849811	0.005464610550548432	0.006688328614340724	0.006765525987710985	0.005433123051923493
7722605	0.009140298181640971	0.009434603853851484	0.007096902805483767	0.00914562968980517	0.009500120357299784	0.007406176703206331
7953763	0.00913414679671385	0.009116385679886846	0.007426190524213377	0.009258079067310262	0.009274811792739342	0.0077847362971250325
8143864	0.009074491357191215	0.009080850045727331	0.00792527268133492	0.008954439936685422	0.009000511653753117	0.008203414623196948
8316432	0.00785668517677628	0.008002006309957413	0.006911463018888896	0.007713981545736395	0.007971304104929574	0.006973769643051659
8472420	0.010937328205709035	0.011017314303759577	0.010622868684942841	0.010969809518181555	0.011025883891782813	0.010756863734538994
8630749	0.009904470908539449	0.009984702025725939	0.009066296055279399	0.009676332503451188	0.010062738493511057	0.009430016734387262
8788767	0.009513274654167455	0.009701933706490598	0.00815101944695407	0.009612659326731799	0.009883496859025342	0.008378723909474637
8958244	0.010118690876686981	0.01038058749816616	0.008509220786422095	0.010133551398661405	0.010345527992084472	0.008764596497434881
9188166	0.011293459482412305	0.011114000876061543	0.009049592568880426	0.011317280375991562	0.011005267300897995	0.009968892780186686
9430806	0.013921057244654221	0.014025084896858452	0.010320631204007532	0.01372728682363933	0.013547865624306715	0.011268320048445262
9650526	0.013085359605425074	0.013427920617034907	0.010956110336398322	0.012433341693597711	0.012474912600815244	0.009966249111002417
9908584	0.011052593217669148	0.010785354865329971	0.008792422010702428	0.011085226551871954	0.010916187695119213	0.00912631729916038
10149744	0.011282818479846355	0.011324523907528694	0.010178315973133673	0.010900251791179313	0.01129358925776048	0.009613838233929048
10336983	0.011209092815445434	0.011491057505300746	0.009764799930451462	0.010641317880206457	0.011549222615233612	0.010425390299262021
10494173	0.013500087739138767	0.01391172346729873	0.012441200826865248	0.013317334651575868	0.013981895132313639	0.012467600246208101
10648871	0.012039398049788158	0.012245868062463664	0.011490645721697368	0.011983145859239812	0.012354917202257986	0.011960834841321464
10860283	0.014481075211078326	0.014795668333610942	0.012976533301538981	0.01321252880201987	0.013898751523120284	0.011812028761113258
